,location
237,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/40.tiff
238,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/41.tiff
239,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/42.tiff
240,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/43.tiff
241,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/44.tiff
242,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/45.tiff
243,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/46.tiff
244,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/47.tiff
245,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/48.tiff
246,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/49.tiff
247,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/5.tiff
248,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/50.tiff
249,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/51.tiff
250,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/52.tiff
251,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/53.tiff
252,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/54.tiff
253,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/55.tiff
254,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/56.tiff
255,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/57.tiff
256,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/58.tiff
257,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/59.tiff
258,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/6.tiff
259,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/60.tiff
260,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/61.tiff
261,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/62.tiff
262,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/63.tiff
263,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/64.tiff
264,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/65.tiff
265,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/66.tiff
266,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/67.tiff
267,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/68.tiff
268,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/69.tiff
269,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/7.tiff
270,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/70.tiff
271,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/71.tiff
272,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/72.tiff
273,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/73.tiff
274,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/74.tiff
275,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/75.tiff
276,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/76.tiff
277,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/77.tiff
278,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/78.tiff
279,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/79.tiff
280,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/8.tiff
281,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/80.tiff
282,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/81.tiff
283,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/82.tiff
284,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/83.tiff
285,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/84.tiff
286,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/85.tiff
287,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/86.tiff
288,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/87.tiff
289,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/88.tiff
290,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/89.tiff
291,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/9.tiff
292,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/90.tiff
293,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/91.tiff
294,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/92.tiff
295,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/93.tiff
296,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/94.tiff
297,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/95.tiff
298,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/96.tiff
299,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/97.tiff
300,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/98.tiff
301,fullsampledata/subset0mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/99.tiff
302,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/0.tiff
303,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/1.tiff
304,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/10.tiff
305,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/100.tiff
306,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/101.tiff
307,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/102.tiff
308,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/103.tiff
309,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/104.tiff
310,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/105.tiff
311,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/106.tiff
312,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/107.tiff
313,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/108.tiff
314,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/109.tiff
315,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/11.tiff
316,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/110.tiff
317,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/111.tiff
318,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/112.tiff
319,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/113.tiff
320,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/114.tiff
321,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/115.tiff
322,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/116.tiff
323,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/117.tiff
324,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/118.tiff
325,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/119.tiff
326,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/12.tiff
327,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/120.tiff
328,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/121.tiff
329,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/122.tiff
330,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/123.tiff
331,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/124.tiff
332,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/125.tiff
333,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/126.tiff
334,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/127.tiff
335,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/128.tiff
336,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/129.tiff
337,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/13.tiff
338,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/130.tiff
339,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/131.tiff
340,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/132.tiff
341,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/133.tiff
342,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/134.tiff
343,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/135.tiff
344,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/136.tiff
345,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/137.tiff
346,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/138.tiff
347,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/139.tiff
348,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/14.tiff
349,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/140.tiff
350,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/141.tiff
351,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/142.tiff
352,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/143.tiff
353,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/144.tiff
354,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/145.tiff
355,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/146.tiff
356,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/147.tiff
357,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/148.tiff
358,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/149.tiff
359,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/15.tiff
360,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/150.tiff
361,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/151.tiff
362,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/152.tiff
363,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/153.tiff
364,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/154.tiff
365,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/155.tiff
366,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/156.tiff
367,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/157.tiff
368,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/158.tiff
369,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/159.tiff
370,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/16.tiff
371,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/160.tiff
372,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/161.tiff
373,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/162.tiff
374,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/163.tiff
375,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/164.tiff
376,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/165.tiff
377,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/166.tiff
378,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/167.tiff
379,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/168.tiff
380,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/169.tiff
381,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/17.tiff
382,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/170.tiff
383,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/171.tiff
384,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/172.tiff
385,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/173.tiff
386,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/174.tiff
387,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/175.tiff
388,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/176.tiff
389,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/177.tiff
390,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/178.tiff
391,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/179.tiff
392,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/18.tiff
393,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/180.tiff
394,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/181.tiff
395,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/182.tiff
396,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/183.tiff
397,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/184.tiff
398,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/185.tiff
399,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/186.tiff
400,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/187.tiff
401,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/188.tiff
402,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/189.tiff
403,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/19.tiff
404,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/190.tiff
405,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/191.tiff
406,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/192.tiff
407,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/193.tiff
408,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/194.tiff
409,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/195.tiff
410,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/196.tiff
411,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/197.tiff
412,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/198.tiff
413,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/199.tiff
414,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/2.tiff
415,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/20.tiff
416,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/200.tiff
417,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/201.tiff
418,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/202.tiff
419,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/203.tiff
420,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/204.tiff
421,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/205.tiff
422,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/206.tiff
423,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/207.tiff
424,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/208.tiff
425,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/209.tiff
426,fullsampledata/subset1mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492/21.tiff
